,timestamp,Close
2025-04-01,568.4199829101562
2025-04-02,571.52001953125
2025-04-03,550.0
2025-04-04,522.7000122070312
2025-04-07,514.5700073242188
2025-04-08,509.1199951171875
2025-04-09,521.5700073242188
2025-04-10,517.0399780273438
2025-04-11,525.1599731445312
2025-04-14,525.1500244140625
2025-04-15,524.0900268554688
2025-04-16,531.02001953125
2025-04-17,538.530029296875
2025-04-21,531.969970703125
2025-04-22,538.1799926757812
2025-04-23,532.8099975585938
2025-04-24,536.489990234375
2025-04-25,537.2100219726562
2025-04-28,535.3499755859375
2025-04-29,528.5800170898438
